possibleOriginalPartnumber;productcode;productname;productprice;addtocartbtn_replacement_text;productdescriptionshort;stockstatus;productweight;category;subCategory;url
6850984, 6850984, 6850984;6850984;6850984;120.750;;WASHER: RECESSED,CRES,;40;0.03;Aircraft Parts;, WASHER, ;https://shop.boeing.com/aviation-supply/p/6850984=T5
6850985, 6850985;6850985;6850985;244.650;;NUT: RND HD,PLAIN,;24;0.04;Aircraft Parts;, NUT;https://shop.boeing.com/aviation-supply/p/6850985=T5
6851396, 6851396;6851396;6851396;2344.650;;HOSE: PTFE,CRES OUTER,OIL, GEARBOX TO SCAV;23;2.57;Aircraft Parts;, HOSE;https://shop.boeing.com/aviation-supply/p/6851396=T5
6851398, 6851398;6851398;6851398;1742.890;;HOSE: PTFE,CRES OUTER,OIL,;32;3;Aircraft Parts;, HOSE;https://shop.boeing.com/aviation-supply/p/6851398=T5
6851807, 6851807;6851807;6851807;77.750;;BUSHING: SCREW,DIFFUSER PAD,;0;0.001;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6851807=T5
6851961, 6851961;6851961;6851961;2871.010;;VALVE: CONTROL,DEICER,FLOW,;20;0.14;Aircraft Parts;, VALVE;https://shop.boeing.com/aviation-supply/p/6851961=T5
6852176, 6852176, 6852176;6852176;6852176;885.050;;GUIDE: POPPET,ANTI-ICING,;11;0.5;Aircraft Parts, Misc;"ENGINES, GUIDE: POPPET;ANTI-ICING;, GUIDE";https://shop.boeing.com/aviation-supply/p/6852176=64
6853366, 6853366, 6853366;6853366;6853366;90.270;;BRACKET: FIRESHIELD ASSEMBLY,;70;0.5;Aircraft Parts, Misc;"ENGINES, BRACKET: FIRESHIELD ASSEMBLY;, BRACKET";https://shop.boeing.com/aviation-supply/p/6853366=64
6853379, 6853379, 6853379;6853379;6853379;374.750;;TUBE: FUEL CONTROL TO FIR,;5;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: FUEL CONTROL TO FIR;, TUBE";https://shop.boeing.com/aviation-supply/p/6853379=64
6853446, 6853446, 6853446;6853446;6853446;110.750;;GEARSHAFT: OIL PUMP,;19;0.5;Aircraft Parts, Misc;"ENGINES, GEARSHAFT: OIL PUMP;, GEARSHAFT";https://shop.boeing.com/aviation-supply/p/6853446=64
6853455, 6853455, 6853455;6853455;6853455;241.620;;TUBE: OIL TRANSFER,ACC COVER,;4;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: OIL TRANSFER;ACC COVER;, FITTING";https://shop.boeing.com/aviation-supply/p/6853455=R4
6853464, 6853464, 6853464;6853464;6853464;310.030;;TUBE: SCAV OIL-EXT SUMP T,;38;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: SCAV OIL-EXT SUMP T;, TUBE";https://shop.boeing.com/aviation-supply/p/6853464=64
6853983, 6853983;6853983;6853983;3348.730;;BAFFLE: SPRAY SHIELD,ENG,;8;4.81;Aircraft Parts;ENGINES, BAFFLE;https://shop.boeing.com/aviation-supply/p/6853983=T5
6853984, 6853984;6853984;6853984;6386.580;;BAFFLE: SPRAY SHIELD,ENG,;0;3.55;Aircraft Parts;, BAFFLE;https://shop.boeing.com/aviation-supply/p/6853984=T5
6854056, 6854056, 6854056;6854056;6854056;27.410;;BRACKET: FLT,;6;0.5;Aircraft Parts, Misc;"ENGINES, BRACKET: FLT;, BRACKET";https://shop.boeing.com/aviation-supply/p/6854056=64
6854255, 6854255, 6854255;6854255;6854255;431.740;;VALVE: CHECK,BALL,BURNER DRAIN,;117;0.5;Aircraft Parts, Misc;"ENGINES, VALVE: CHECK;BALL;BURNER DRAIN, VALVE";https://shop.boeing.com/aviation-supply/p/6854255=64
6854492, 6854492;6854492;6854492;623.350;;SEAL RING: SPLIT 5.310ODX.168, ALT: 6895818;57;0.5;Aircraft Parts;, SEAL RING;https://shop.boeing.com/aviation-supply/p/6854492=T5
6854519, 6854519, 6854519;6854519;6854519;144.470;;PLUG: .375-24,W/ORING,;0;0.5;Aircraft Parts, Misc;", PLUG: .375-24;W/ORING;, PLUG";https://www.airpartsco.com/airparts_homepage/lara_page.php?lara&result=6854519&op=part&po=null&page=1
6854917, 6854917, 6854917;6854917;6854917;46.570;;STUD: SHLDR,STR,;79;0.38;Hardware, Aircraft Parts;, , STUD;https://shop.boeing.com/aviation-supply/p/6854917=T5
6855287, 6855287;6855287;6855287;99.750;;STEM: CHECK VALVE,;33;0.04;Aircraft Parts;, STEM;https://shop.boeing.com/aviation-supply/p/6855287=T5
6855319, 6855319, 6855319;6855319;6855319;31.780;;COVER: PLATE,ACCESSORY,;5;0.5;Aircraft Parts, Misc;"ENGINES, COVER: PLATE;ACCESSORY;, COVER";https://shop.boeing.com/aviation-supply/p/6855319=R4
6855500, 6855500;6855500;6855500;20.980;;GASKET: .750ID X 1.219OD,;188;0.5;Aircraft Parts;, GASKET;https://shop.boeing.com/aviation-supply/p/6855500=T5
6855504, 6855504;6855504;6855504;48.300;;WASHER: KEY X .0,;505;0.5;Aircraft Parts;, WASHER;https://shop.boeing.com/aviation-supply/p/6855504=T5
6855529, 6855529, 6855529;6855529;6855529;267.750;;NUT: GANG CHANNEL,.250-28X5,;225;0.5;Aircraft Parts;, NUT, ;https://shop.boeing.com/aviation-supply/p/6855529=T5
6855530, 6855530;6855530;6855530;1452.500;;NUT: GANG CHANNEL,.250-28X5,;0;0.5;Aircraft Parts;, NUT;https://shop.boeing.com/aviation-supply/p/6855530=T5
6855876, 6855876, 6855876;6855876;6855876;58.210;;KIT: GEARBOX REPLACEMENT,;14;0.5;Aircraft Parts, Misc;"ENGINES, KIT: GEARBOX REPLACEMENT;, KIT";https://shop.boeing.com/aviation-supply/p/6855876=64
6855877, 6855877, 6855877;6855877;6855877;122.790;;KIT: COMPRESSOR REPLACEMENT,;0;0.5;Aircraft Parts, Misc;", KIT: COMPRESSOR REPLACEMENT;, KIT";https://shop.boeing.com/aviation-supply/p/6855877=64
6856248, 6856248, 6856248;6856248;6856248;61.210;;RING: SPLIT SEAL,PISTON,;32;0.5;Aircraft Parts, Misc;"ENGINES, RING: SPLIT SEAL;PISTON;, RING";https://shop.boeing.com/aviation-supply/p/6856248=64
6856362, 6856362, 6856362;6856362;6856362;6663.080;;PISTON: TORQUEMETER,ASSEMBLY,;0;0.5;Aircraft Parts, Misc;", PISTON: TORQUEMETER;ASSEMBLY;, PISTON";https://www.airpartsco.com/airparts_homepage/lara_page.php?lara&result=6856362&op=part&po=null&page=1
6856523, 6856523;6856523;6856523;197.270;;COVER: VENT,LIGHT HOUSING,;27;0.22;Aircraft Parts;, COVER;https://shop.boeing.com/aviation-supply/p/6856523=T5
6856612, 6856612;6856612;6856612;0;Please send RFQ to sales@145.aero for lead time;NUT: SELF-LKG,ST,;0;0.5;Aircraft Parts;, NUT;https://shop.boeing.com/aviation-supply/p/6856612=T5
6856963, 6856963, 6856963;6856963;6856963;354.960;;TUBE: ANTI-ICING,LH,;0;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: ANTI-ICING;LH;, TUBE";https://shop.boeing.com/aviation-supply/p/6856963=64
6856964, 6856964, 6856964;6856964;6856964;277.680;;TUBE: ANTI-ICING,RH,;15;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: ANTI-ICING;RH;, TUBE";https://shop.boeing.com/aviation-supply/p/6856964=64
6856974, 6856974, 6856974;6856974;6856974;552.680;;TUBE: SCAV OIL RED,GR TO,;0;0.5;Aircraft Parts, Misc;", TUBE: SCAV OIL RED;GR TO;, TUBE";https://www.airpartsco.com/airparts_homepage/lara_page.php?lara&result=6856974&op=part&po=null&page=1
6856976, 6856976, 6856976;6856976;6856976;332.050;;TUBE: SCAVENGE OIL-G/T SU,;0;0.5;Aircraft Parts, Misc;", TUBE: SCAVENGE OIL-G/T SU;, TUBE";https://www.airpartsco.com/airparts_homepage/lara_page.php?lara&result=6856976&op=part&po=null&page=1
6856977, 6856977, 6856977;6856977;6856977;303.300;;TUBE: SCAV OIL,FIRES ASSEMBLY,;0;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: SCAV OIL;FIRES ASSEMBLY;, TUBE";https://shop.boeing.com/aviation-supply/p/6856977=64
6856978, 6856978, 6856978;6856978;6856978;423.770;;TUBE: SCAV OIL-FIRESHIELD,;0;0.5;Aircraft Parts, Misc;", TUBE: SCAV OIL-FIRESHIELD;, TUBE";https://www.airpartsco.com/airparts_homepage/lara_page.php?lara&result=6856978&op=part&po=null&page=1
6856981, 6856981, 6856981;6856981;6856981;608.230;;FITTING: OIL,SCAVENGE,TURBINE,;1;0.5;Aircraft Parts, Misc;"ENGINES, FITTING: OIL;SCAVENGE;TURBINE;, FITTING";https://shop.boeing.com/aviation-supply/p/6856981=64
6856988, 6856988, 6856988;6856988;6856988;64.770;;POPPET & SEAT: ANTI-ICING,;96;0.5;Aircraft Parts, Misc;"ENGINES, POPPET & SEAT: ANTI-ICING;, POPPET & SEAT";https://shop.boeing.com/aviation-supply/p/6856988=64
6857280, 6857280, 6857280;6857280;6857280;2996.870;;MANIFOLD: PRESS. OIL-PT &,;0;0.5;Aircraft Parts, Misc;", MANIFOLD: PRESS. OIL-PT &;, MANIFOLD";https://www.airpartsco.com/airparts_homepage/lara_page.php?lara&result=6857280&op=part&po=null&page=1
6857285, 6857285, 6857285;6857285;6857285;393.270;;TUBE: SCAV OIL FRT SUPT T,;0;0.5;Aircraft Parts, Misc;", TUBE: SCAV OIL FRT SUPT T;, TUBE";https://www.airpartsco.com/airparts_homepage/lara_page.php?lara&result=6857285&op=part&po=null&page=1
6857422, 6857422;6857422;6857422;280.800;;NUT: GANG CHANNEL-5.188 RAD CR,;37;0.5;Aircraft Parts;, NUT;https://shop.boeing.com/aviation-supply/p/6857422=T5
6857509, 6857509;6857509;6857509;109.200;;TUBE: COUPLING,CROSSOVER,;92;0.076;Aircraft Parts;, TUBE;https://shop.boeing.com/aviation-supply/p/6857509=T5
6857866, 6857866, 6857866;6857866;6857866;11.210;;BUSHING: SLEEVE,;128;0.5;Aircraft Parts, Misc;"ENGINES, BUSHING: SLEEVE;, BUSHING";https://shop.boeing.com/aviation-supply/p/6857866=64
6858182, 6858182;6858182;6858182;72410.620;;CARRIER: PLANET,REDUCTION,NI,;13;23.18;Aircraft Parts;, CARRIER;https://shop.boeing.com/aviation-supply/p/6858182=T5
6858279, 6858279;6858279;6858279;304.500;;RING: SEAL,1.62INX.18IN,;168;0.5;Aircraft Parts;, RING;https://shop.boeing.com/aviation-supply/p/6858279=T5
6858280, 6858280;6858280;6858280;56.180;;EXPANDER: SEAL RING,;74;0.5;Aircraft Parts;, EXPANDER;https://shop.boeing.com/aviation-supply/p/6858280=T5
6858282, 6858282;6858282;6858282;44.100;;SPRING: HELICAL,COMPRESSION,;119;0.004;Aircraft Parts;, SPRING;https://shop.boeing.com/aviation-supply/p/6858282=T5
6858613, 6858613, 6858613;6858613;6858613;936.900;;Rolls-Royce® Front Eye Bolt Insert 685861;73;0.5;Aircraft Parts;, INSERT, ;https://shop.boeing.com/aviation-supply/p/6858613=T5
6858614, 6858614;6858614;6858614;553.730;;INSERT: REAR-EYE BOLT BOSS REP,;18;0.18;Aircraft Parts;, INSERT;https://shop.boeing.com/aviation-supply/p/6858614=T5
6858626, 6858626;6858626;6858626;295.650;;STEM: CHECK VALVE,;14;0.02;Aircraft Parts;, STEM;https://shop.boeing.com/aviation-supply/p/6858626=T5
6858627, 6858627;6858627;6858627;1388.220;;GUIDE: CHECK VALVE,;18;0.064;Aircraft Parts;, GUIDE;https://shop.boeing.com/aviation-supply/p/6858627=T5
6858628, 6858628;6858628;6858628;46.200;;STEM: CHECK,VALVE, OIL PUMP;9;0.02;Aircraft Parts;, STEM;https://shop.boeing.com/aviation-supply/p/6858628=T5
6859014, 6859014;6859014;6859014;1249.920;;KEY: TURBINE CASING PILOTING,;22;0.04;Aircraft Parts;, KEY;https://shop.boeing.com/aviation-supply/p/6859014=T5
6859073, 6859073, 6859073;6859073;6859073;71.600;;RING: RETAINING,;26;0.5;Aircraft Parts, Misc;"ENGINES, RING: RETAINING;, RING";https://shop.boeing.com/aviation-supply/p/6859073=64
6859085, 6859085;6859085;6859085;13.700;;WASHER: FLT,;167;0.01;Aircraft Parts;, WASHER;https://shop.boeing.com/aviation-supply/p/6859085=T5
6859086, 6859086;6859086;6859086;5.300;;WASHER: CUP,SPANNER NUT LOCK,S,;398;0.01;Aircraft Parts;, WASHER;https://shop.boeing.com/aviation-supply/p/6859086=T5
6859089, 6859089;6859089;6859089;17.850;;BUSHING: SLEEVE,ST,;298;0.01;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6859089=T5
6859172, 6859172, 6859172;6859172;6859172;371.170;;TUBE: FUEL-CONTROL TO PUM,;42;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: FUEL-CONTROL TO PUM;, TUBE";https://shop.boeing.com/aviation-supply/p/6859172=64
6859177, 6859177, 6859177;6859177;6859177;363.140;;TUBE , FUEL,PUMP TO CONTROL,;62;0.5;Aircraft Parts, Misc;"ENGINES, TUBE;; FUEL;PUMP TO CONTROL;, TUBE , FUEL,PUMP TO CONTROL,";https://shop.boeing.com/aviation-supply/p/6859177=64
6859367, 6859367, 6859367;6859367;6859367;5536.160;;SHAFT: SUPPORT,TORQUEMETER,;10;0.5;Aircraft Parts, Misc;"ENGINES, SHAFT: SUPPORT;TORQUEMETER;, SHAFT";https://shop.boeing.com/aviation-supply/p/6859367=64
6859371, 6859371;6859371;6859371;99.870;;SEAT: CHECK VALVE,;13;0.05;Aircraft Parts;, SEAT;https://shop.boeing.com/aviation-supply/p/6859371=T5
6859433, 6859433, 6859433;6859433;6859433;630.050;;BEARING: BALL,;88;0.5;Aircraft Parts, Misc;"ENGINES, BEARING: BALL;, BEARING";https://shop.boeing.com/aviation-supply/p/6859433=64
6859441, 6859441;6859441;6859441;197.920;;SEAL: AIR,COMPRESSOR VANE,;29;1.09;Aircraft Parts;, SEAL;https://shop.boeing.com/aviation-supply/p/6859441=T5
6859485, 6859485;6859485;6859485;1696.000;;VALVE: BURNER DRAIN,ASSEMBLY,;0;0.28;Aircraft Parts;ENGINES, VALVE;https://shop.boeing.com/aviation-supply/p/6859485=T5
6859487, 6859487;6859487;6859487;486.150;;VALVE: BURNER DRAIN,ASSEMBLY,;30;0.022;Aircraft Parts;, VALVE;https://shop.boeing.com/aviation-supply/p/6859487=T5
6859488, 6859488;6859488;6859488;830.410;;ADAPTER: DRAIN VALVE, BURN VALVE;12;0.5;Aircraft Parts;, ADAPTER;https://shop.boeing.com/aviation-supply/p/6859488=T5
6859498, 6859498;6859498;6859498;175.200;;SPRING: COMPRESSION,;64;0.01;Aircraft Parts;, SPRING;https://shop.boeing.com/aviation-supply/p/6859498=T5
6859619, 6859619;6859619;6859619;227.810;;PLATE: COVER,SEAL 1ST STA,;221;0.5;Aircraft Parts;, PLATE;https://shop.boeing.com/aviation-supply/p/6859619=T5
6859822, 6859822, 6859822;6859822;6859822;20.040;;COVER: PROTECTION,PAD,GEARBOX, TACH DRIVE;246;0.5;Aircraft Parts, Misc;"ENGINES, COVER: PROTECTION;PAD;GEARBOX;, COVER";https://shop.boeing.com/aviation-supply/p/6859822=64
6859823, 6859823, 6859823;6859823;6859823;19.040;;COVER: PROTECTION,PAD,GEARBOX, STARTER & GENERATOR PAD;172;0.5;Aircraft Parts, Misc;"ENGINES, COVER: PROTECTION;PAD;GEARBOX;, COVER";https://shop.boeing.com/aviation-supply/p/6859823=64
6859880, 6859880, 6859880, 6859880;6859880;6859880;3.100;;NUT: HEX HD,SELF-LKG, THREADED;10619;0.5;Aircraft Parts, Misc;"ENGINES, NUT: HEX HD;SELF-LKG; THREADED, NUT, ";https://shop.boeing.com/aviation-supply/p/6859880=64
6859885, 6859885;6859885;6859885;805.950;;Rolls-Royce® Split Piston Ring Seal 685988;0;0.5;Aircraft Parts;, RING;https://shop.boeing.com/aviation-supply/p/6859885=T5
6859956, 6859956, 6859956, 6859956;6859956;6859956;376.020;;TUBE: OIL ACCESSORY HOUSING,;45;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: OIL ACCESSORY HOUSING;, TUBE, ";https://shop.boeing.com/aviation-supply/p/6859956=64
6865638, 6865638;6865638;6865638;47.250;;COVER: OIL & FUEL INLET,;125;0.03;Aircraft Parts;, COVER;https://shop.boeing.com/aviation-supply/p/6865638=T5
6865640, 6865640;6865640;6865640;86.640;;COVER: ENGINE ACCESSORY DRIVE,;99;0.25;Aircraft Parts;, COVER;https://shop.boeing.com/aviation-supply/p/6865640=T5
6866246, 6866246, 6866246;6866246;6866246;4.860;;TAG: FUEL CONTROL SVC,;0;0.5;Aircraft Parts, Misc;", TAG: FUEL CONTROL SVC;, TAG";https://www.airpartsco.com/airparts_homepage/lara_page.php?lara&result=6866246&op=part&po=null&page=1
6870031, 6870031, 6870031;6870031;6870031;432.190;;Rolls-Royce® Inner Bearing Race 687003;96;0.5;Aircraft Parts, Misc;"ENGINES, RACE: BEARING;INNER;, RACE";https://shop.boeing.com/aviation-supply/p/6870031=64
6870032, 6870032, 6870032;6870032;6870032;250.880;;Rolls-Royce® Oil Filter Element 687003;344;0.5;Aircraft Parts, Misc;"ENGINES, ELEMENT: FILTER;OIL;, ELEMENT";https://shop.boeing.com/aviation-supply/p/6870032=64
6870035, 6870035, 6870035;6870035;6870035;197.410;;TUBE: AIR-FUEL CONTROL,;91;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: AIR-FUEL CONTROL;, TUBE";https://shop.boeing.com/aviation-supply/p/6870035=64
6870264, 6870264, 6870264;6870264;6870264;408.720;;PIN: TAPERED,;0;0.5;Aircraft Parts, Misc;", PIN: TAPERED;, PIN";https://www.airpartsco.com/airparts_homepage/lara_page.php?lara&result=6870&op=part&po=null&page=1
6870409, 6870409;6870409;6870409;28098.000;;SUPPORT: TURBINE,GUIDE VANE,NI,;4;0.01;Aircraft Parts;ENGINES, SUPPORT;https://shop.boeing.com/aviation-supply/p/6870409=T5
6870425, 6870425;6870425;6870425;471.350;;KIT: PARTS,TURBINE CHANGE, 100BX;41;2.66;Aircraft Parts;, KIT;https://shop.boeing.com/aviation-supply/p/6870425=T5
6870704, 6870704;6870704;6870704;2678.710;;TUBE & NOZZLE: OIL,FRT,TURBINE,;17;0.5;Aircraft Parts;, TUBE & NOZZLE;https://shop.boeing.com/aviation-supply/p/6870704=T5
6870706, 6870706;6870706;6870706;2864.000;;RETAINER: BEARING,TURBINE,REAR,;0;1.16;Aircraft Parts;, RETAINER;https://shop.boeing.com/aviation-supply/p/6870706=T5
6870708, 6870708;6870708;6870708;1192.340;;NOZZLE: OIL,REAR,COMPRESSOR,;9;0.5;Aircraft Parts;, NOZZLE;https://shop.boeing.com/aviation-supply/p/6870708=T5
6870736, 6870736, 6870736;6870736;6870736;194.040;;Rolls-Royce® ST Split Seal Piston Ring 687073;353;0.5;Aircraft Parts, Misc;"ENGINES, RING: PISTON;SPLIT SEAL;ST;, RING";https://shop.boeing.com/aviation-supply/p/6870736=64
6870737, 6870737, 6870737;6870737;6870737;194.670;;Rolls-Royce® Split Piston Ring Seal ST 687073;225;0.5;Aircraft Parts, Misc;"ENGINES, RING: PISTON;SPLIT SEAL;ST;, RING";https://shop.boeing.com/aviation-supply/p/6870737=64
6870772, 6870772;6870772;6870772;32.670;;COVER: OIL,;131;0.03;Aircraft Parts;, COVER;https://shop.boeing.com/aviation-supply/p/6870772=T5
6870773, 6870773;6870773;6870773;90.300;;COVER: ACCESSORY PAD - SH,;55;3.16;Aircraft Parts;, COVER;https://shop.boeing.com/aviation-supply/p/6870773=T5
6870774, 6870774;6870774;6870774;69.300;;COVER: P/S OIL INLET & BR,;335;0.05;Aircraft Parts;, COVER;https://shop.boeing.com/aviation-supply/p/6870774=T5
6870796, 6870796, 6870796;6870796;6870796;51.900;;PLATE: THRUST,;315;0.5;Aircraft Parts, Misc;"ENGINES, PLATE: THRUST;, PLATE";https://shop.boeing.com/aviation-supply/p/6870796=64
6870927, 6870927, 6870927;6870927;6870927;116.480;;GEARSHAFT: OIL PUMP,;73;0.5;Aircraft Parts, Misc;"ENGINES, GEARSHAFT: OIL PUMP;, GEARSHAFT";https://shop.boeing.com/aviation-supply/p/6870927=64
6870955, 6870955;6870955;6870955;1254.750;;VALVE: PRESSURE REGULATOR,;3;0.32;Aircraft Parts;, VALVE;https://shop.boeing.com/aviation-supply/p/6870955=T5
6871061, 6871061;6871061;6871061;325.000;;SEAL: PLAIN,TUBE,1IN,;92;0.04;Aircraft Parts;, SEAL;https://shop.boeing.com/aviation-supply/p/6871061=T5
6871077, 6871077;6871077;6871077;3864.000;;Rolls-Royce® Annular Bearing Ball ST 687107;1;1.25;Aircraft Parts;, BEARING;https://shop.boeing.com/aviation-supply/p/6871077=T5
6871162, 6871162, 6871162;6871162;6871162;8.020;;SHIM: TABBED,;6287;0.5;Aircraft Parts, Misc;"ENGINES, SHIM: TABBED;, SHIM";https://shop.boeing.com/aviation-supply/p/6871162=64
6871232, 6871232, 6871232;6871232;6871232;485.210;;NOZZLE: OIL GASIFIER,TURBINE,;18;0.5;Aircraft Parts, Misc;"ENGINES, NOZZLE: OIL GASIFIER;TURBINE;, NOZZLE";https://shop.boeing.com/aviation-supply/p/6871232=64
6871311, 6871311, 6871311;6871311;6871311;728.770;;TUBE: PRESS OIL G/ ASSEMBLY,;8;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: PRESS OIL G/ ASSEMBLY;, TUBE";https://shop.boeing.com/aviation-supply/p/6871311=64
6871361, 6871361;6871361;6871361;265.080;;BUSHING: NTS ACTUATOR ROD,;4;0.01;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6871361=T5
6871461, 6871461, 6871461;6871461;6871461;126.670;;TUBE: AIR-FUEL CTRL TO GO,;58;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: AIR-FUEL CTRL TO GO;, TUBE";https://shop.boeing.com/aviation-supply/p/6871461=64
6871473, 6871473, 6871473;6871473;6871473;264.190;;TUBE: ANTI-ICING,RH,ASSEMBLY,;43;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: ANTI-ICING;RH;ASSEMBLY;, TUBE";https://shop.boeing.com/aviation-supply/p/6871473=64
6871511, 6871511, 6871511;6871511;6871511;90.830;;STUD: SHOULDERED,ST,;109;0.5;Hardware, Aircraft Parts;, , STUD;https://shop.boeing.com/aviation-supply/p/6871511=T5
6871512, 6871512, 6871512, 6871512;6871512;6871512;45.680;;STUD: SHOULDERED,ST,;262;0.4;Hardware, Aircraft Parts, STUD;, , STUD, STUD;https://shop.boeing.com/aviation-supply/p/6871512=T5
6871513, 6871513, 6871513;6871513;6871513;83.010;;STUD: SHOULDERED,ST,;255;0.06;Hardware, Aircraft Parts;, , STUD;https://shop.boeing.com/aviation-supply/p/6871513=T5
6871515, 6871515, 6871515;6871515;6871515;197.400;;STUD: SHOULDERED,ST,;2;0.068;Hardware, Aircraft Parts;, ENGINES, STUD;https://shop.boeing.com/aviation-supply/p/6871515=T5
6871516, 6871516;6871516;6871516;143.380;;STUD: SHOULDERED,ST,;11;0.017;Aircraft Parts;ENGINES, STUD;https://shop.boeing.com/aviation-supply/p/6871516=T5
6871520, 6871520, 6871520;6871520;6871520;37.000;;BOLT: DBL HEX HD,ST, DRILLED;0;0.03;Hardware, Aircraft Parts;, , BOLT;https://shop.boeing.com/aviation-supply/p/6871520=T5
6871524, 6871524, 6871524;6871524;6871524;68.780;;BOLT: DBL HEX HD,ST,;32;0.5;Hardware, Aircraft Parts;, , BOLT;https://shop.boeing.com/aviation-supply/p/6871524=T5
6871527, 6871527, 6871527;6871527;6871527;68.250;;SCREW: HEX HD,SLOT,MACHINE,ST,;156;0.5;Hardware, Aircraft Parts;, , SCREW;https://shop.boeing.com/aviation-supply/p/6871527=T5
6871530, 6871530;6871530;6871530;72.640;;BOLT: HEX HD,ST,;1094;0.02;Aircraft Parts;, BOLT;https://shop.boeing.com/aviation-supply/p/6871530=T5
6871625, 6871625;6871625;6871625;237.830;;BUSHING: SLEEVE,;21;0.5;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6871625=T5
6871626, 6871626, 6871626;6871626;6871626;357.000;;BEARING: SLEEVE,CU,;36;0.04;Hardware, Aircraft Parts;, , BEARING;https://shop.boeing.com/aviation-supply/p/6871626=T5
6871659, 6871659;6871659;6871659;44.730;;BUSHING: SLEEVE,;0;0.02;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6871659=T5
6871805, 6871805;6871805;6871805;1033.160;;FILTER: COMPRESSOR,BLEED AIR,;77;0.5;Aircraft Parts;, FILTER;https://shop.boeing.com/aviation-supply/p/6871805=T5
6871880, 6871880;6871880;6871880;10085.250;;BODY: OIL PUMP,SCAVENGE,;8;1.53;Aircraft Parts;, BODY;https://shop.boeing.com/aviation-supply/p/6871880=T5
6871881, 6871881;6871881;6871881;6562.500;;Rolls-Royce® ST Oil Sump Housing 687188;0;0.615;Aircraft Parts;, HOUSING;https://shop.boeing.com/aviation-supply/p/6871881=T5
6871937, 6871937, 6871937;6871937;6871937;221.880;;TUBE: OIL ACCESSORY HOUSING, TO CHECK VALVE;37;0.5;Aircraft Parts, Misc;"ENGINES, TUBE: OIL ACCESSORY HOUSING; T, TUBE";https://shop.boeing.com/aviation-supply/p/6871937=64
6872086, 6872086;6872086;6872086;23.160;;TAB: THERMOCOUPLE GROMMET,;411;0.009;Aircraft Parts;, TAB;https://shop.boeing.com/aviation-supply/p/6872086=T5
6873234, 6873234;6873234;6873234;171.180;;KEY: RECTANGULAR,.175X.450,;2;0.02;Aircraft Parts;ENGINES, KEY;https://shop.boeing.com/aviation-supply/p/6873234=T5
6873482, 6873482, 6873482;6873482;6873482;527.760;;CABLE: PROP GOVERNOR, TURBINE;34;0.5;Aircraft Parts, Misc;"ENGINES, CABLE: PROP GOVERNOR; TURBINE, CABLE";https://shop.boeing.com/aviation-supply/p/6873482=64
6873483, 6873483, 6873483;6873483;6873483;457.260;;CABLE: PROP GOVERNOR, TURBINE;15;0.5;Aircraft Parts, Misc;"ENGINES, CABLE: PROP GOVERNOR; TURBINE, CABLE";https://shop.boeing.com/aviation-supply/p/6873483=64
